student_id,college_id,job_id,rank_position,match_score,predicted_relevance_score,skill_overlap_count,skill_gap_count,skill_gap_list,years_exposure_avg,jd_seniority_level,ai_trust_score,verified_skill_count,feature_importances_json,task16_explanation
S0076,C001,J017,3,0.7,0.665,4,3,"Docker,SQL,Python",2.0,1,0.71,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0092,C005,J006,4,0.58,0.547,4,1,Docker,1.1,4,0.85,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0012,C001,J012,1,0.82,0.713,3,3,"Java,K8s,Docker",1.7,1,0.94,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0055,C003,J012,2,0.88,0.784,4,1,Python,1.6,3,0.88,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0006,C003,J020,3,0.88,0.75,4,2,"Git,AWS",2.7,3,0.76,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0011,C001,J006,2,0.8,0.714,3,2,"Python,Java",0.3,2,0.73,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0004,C004,J010,5,0.82,0.759,2,3,"React,K8s,Python",3.0,5,0.89,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0008,C002,J011,4,0.73,0.627,5,3,"Docker,React,Python",4.3,2,0.78,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0088,C004,J007,1,0.65,0.609,3,0,,1.7,2,0.71,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0072,C002,J006,5,0.63,0.563,2,2,"Docker,React",1.3,1,0.92,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0057,C002,J020,5,0.82,0.743,2,0,,1.3,1,0.81,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0088,C002,J008,5,0.9,0.783,4,3,"AWS,K8s,Git",1.4,1,0.78,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0023,C002,J016,1,0.54,0.478,2,3,"React,AWS,Python",4.3,3,0.73,8,,Student matches well. Rank 1.
S0082,C004,J013,5,0.77,0.651,2,2,"K8s,Java",2.7,3,0.96,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0007,C002,J008,4,0.8,0.7,5,3,"Git,K8s,SQL",0.2,5,0.83,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0023,C005,J016,5,0.94,0.88,4,0,,1.6,4,0.83,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0012,C001,J005,4,0.67,0.636,2,1,AWS,0.5,4,0.88,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0074,C003,J011,1,0.61,0.53,2,2,"Python,Java",3.6,1,0.82,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0053,C005,J018,3,0.93,0.809,4,1,SQL,1.2,4,0.77,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0039,C001,J017,3,0.53,0.485,3,1,Git,2.9,2,0.97,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0043,C003,J002,1,0.82,0.746,4,0,,2.3,4,0.84,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0049,C001,J012,5,0.69,0.659,4,1,Python,1.6,5,0.78,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0018,C005,J014,4,0.63,0.595,2,3,"Git,SQL,Docker",4.1,2,0.83,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0010,C002,J006,3,0.94,0.801,5,0,,3.6,5,0.92,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0062,C001,J020,5,0.92,0.824,4,3,"AWS,Docker,React",2.7,2,0.77,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0091,C002,J016,4,0.7,0.608,5,0,,0.7,2,0.79,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0003,C001,J010,5,0.68,0.607,2,2,"Docker,SQL",1.5,3,0.78,2,,Good match overall for this role based on profile.
S0019,C002,J019,2,0.93,0.841,2,2,"Git,Java",5.0,5,0.98,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0004,C005,J006,1,0.88,0.792,5,0,,2.7,5,0.85,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0099,C003,J017,1,0.66,0.587,4,0,,4.0,3,0.8,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0001,C005,J010,3,0.5,0.465,5,1,Java,4.4,2,0.95,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0018,C004,J006,3,0.68,0.649,3,3,"AWS,React,Java",3.5,4,0.79,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0038,C004,J004,1,0.66,0.576,5,0,,1.0,4,0.98,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0017,C004,J004,1,0.82,0.749,4,0,,0.3,5,0.91,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0032,C002,J003,3,0.56,0.549,4,0,,1.0,1,0.88,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0052,C001,J006,3,0.69,0.641,4,0,,1.8,4,0.95,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0095,C003,J012,1,0.85,0.801,3,0,,3.4,1,0.72,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0052,C002,J011,3,0.84,0.736,4,2,"Git,React",4.3,5,0.77,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0097,C002,J008,5,0.5,0.426,3,2,"Docker,Python",0.3,3,0.83,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0057,C004,J002,2,0.7,0.635,4,0,,2.3,5,0.79,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0089,C004,J015,4,0.52,0.468,2,3,"Git,AWS,K8s",0.4,5,0.83,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0048,C003,J012,2,0.6,0.5,3,2,"React,K8s",3.2,5,0.74,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0027,C002,J007,2,0.9,0.773,2,2,"React,Python",3.7,5,0.95,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0064,C003,J020,3,0.51,0.479,4,0,,4.2,2,0.72,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0035,C003,J007,1,0.91,0.813,4,0,,4.1,4,0.87,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0061,C004,J010,2,0.64,0.579,2,2,"AWS,Git",3.4,5,0.9,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0016,C003,J001,5,0.56,0.526,2,3,"React,Python,AWS",4.1,2,0.87,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0071,C001,J006,5,0.61,0.562,2,3,"Docker,Java,K8s",2.9,2,0.92,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0086,C005,J007,1,0.88,0.744,5,0,,4.1,1,0.86,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0029,C002,J019,1,0.78,0.71,4,0,,1.0,4,0.78,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0027,C005,J001,2,0.73,0.641,2,2,"Python,Docker",3.3,2,0.72,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0065,C004,J001,1,0.69,0.574,2,1,K8s,1.1,2,0.92,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0081,C003,J019,1,0.66,0.627,3,0,,4.6,5,0.99,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0087,C002,J007,3,0.71,0.615,2,1,K8s,4.8,2,0.9,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0030,C003,J004,1,0.76,0.685,4,0,,2.1,3,0.91,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0052,C004,J018,2,0.56,0.491,3,0,,1.1,4,0.88,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0080,C001,J019,1,0.69,0.605,3,3,"Git,AWS,Java",1.2,4,0.78,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0012,C004,J007,4,0.64,0.602,3,3,"K8s,AWS,Git",3.1,4,0.72,2,,Student matches well. Rank 4.
S0078,C002,J015,2,0.51,0.447,3,1,React,4.3,2,0.73,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0058,C004,J016,1,0.86,0.732,4,0,,1.2,4,0.92,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0032,C001,J001,3,0.55,0.472,4,1,K8s,2.1,4,0.82,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0002,C001,J009,4,0.55,0.503,3,3,"Python,Docker,AWS",3.1,3,0.8,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0013,C003,J003,2,0.79,0.747,3,2,"Docker,Java",3.0,2,0.82,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0022,C004,J018,3,0.83,0.729,5,1,SQL,2.0,3,0.7,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0050,C003,J010,5,0.69,0.643,4,0,,3.7,2,0.75,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0049,C005,J005,5,0.51,0.463,2,2,"React,Docker",2.5,1,0.74,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0088,C002,J018,3,0.82,0.75,2,2,"Python,K8s",2.7,2,0.97,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0009,C003,J015,4,0.68,0.655,4,1,Python,4.3,1,0.91,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0067,C005,J011,1,0.82,0.766,4,0,,4.5,5,0.85,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0022,C003,J004,3,0.81,0.7,4,3,"Git,Java,Docker",4.4,3,0.8,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0029,C002,J003,2,0.86,0.786,2,0,,3.1,2,0.96,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0027,C005,J010,3,0.68,0.639,5,3,"K8s,Git,React",4.1,2,0.76,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0011,C005,J005,3,0.76,0.672,4,0,,1.4,5,0.99,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0027,C002,J003,2,0.8,0.752,2,3,"React,SQL,Python",3.3,1,0.85,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0097,C003,J001,3,0.89,0.772,5,0,,0.4,3,0.85,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0047,C001,J003,4,0.94,0.846,5,3,"K8s,Docker,Git",2.1,5,0.7,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0009,C004,J008,2,0.51,0.471,5,2,"React,K8s",1.6,2,0.95,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0060,C005,J016,3,0.57,0.533,4,0,,0.5,1,0.72,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0058,C001,J014,5,0.68,0.647,4,3,"AWS,Git,K8s",1.7,5,0.91,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0034,C005,J020,1,0.55,0.469,2,0,,0.8,5,0.83,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0016,C002,J008,4,0.63,0.584,4,3,"Java,SQL,React",0.4,5,0.71,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0070,C001,J013,2,0.76,0.68,2,1,Java,1.4,1,0.85,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0063,C005,J020,2,0.56,0.545,2,3,"Python,K8s,Git",0.6,3,0.81,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0094,C004,J019,4,0.76,0.701,2,2,"Python,React",0.5,4,0.9,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0028,C003,J002,3,0.83,0.709,3,2,"Java,AWS",0.9,4,0.86,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0039,C003,J010,3,0.95,0.872,2,3,"K8s,Docker,React",2.0,3,0.86,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0081,C003,J011,2,0.9,0.761,5,3,"K8s,Python,Git",1.1,4,0.81,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0088,C003,J006,3,0.57,0.533,5,1,AWS,0.4,4,0.7,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0093,C003,J010,4,0.72,0.63,5,3,"AWS,K8s,Docker",3.9,1,0.78,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0037,C001,J002,4,0.86,0.762,4,1,Python,2.0,4,0.7,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0083,C004,J016,4,0.79,0.748,4,2,"Python,AWS",2.5,3,0.88,9,,Student matches well. Rank 4.
S0025,C004,J019,3,0.51,0.449,4,2,"Git,Python",4.4,3,0.95,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0076,C002,J006,3,0.65,0.625,4,1,AWS,4.8,5,0.88,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0019,C005,J001,3,0.67,0.597,5,0,,0.5,1,0.72,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0054,C005,J020,2,0.9,0.795,4,1,K8s,3.2,5,0.81,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0033,C001,J015,4,0.83,0.729,2,3,"AWS,Docker,Git",0.1,3,0.85,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0073,C002,J017,1,0.68,0.609,2,0,,3.6,4,0.85,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0056,C001,J004,5,0.63,0.542,2,3,"Python,SQL,Git",2.1,1,0.78,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0055,C003,J007,2,0.7,0.625,2,0,,4.6,5,0.9,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0013,C002,J018,4,0.86,0.787,5,2,"React,Docker",4.7,3,0.85,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0054,C002,J005,5,0.74,0.619,4,2,"AWS,Java",1.4,2,0.82,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0042,C001,J012,3,0.65,0.579,3,0,,3.4,3,0.93,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0008,C003,J006,5,0.63,0.592,4,3,"Java,K8s,SQL",1.9,1,0.91,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0035,C003,J002,1,0.57,0.558,5,0,,3.0,3,0.77,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0020,C003,J005,1,0.93,0.874,3,0,,1.3,4,0.71,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0031,C001,J012,2,0.52,0.427,3,1,SQL,0.2,2,0.98,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0099,C002,J020,2,0.88,0.778,3,2,"Java,Git",2.7,2,0.92,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0040,C005,J019,3,0.72,0.66,4,2,"K8s,Git",3.0,2,0.9,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0024,C005,J007,2,0.85,0.735,2,2,"React,Git",3.9,1,0.78,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0012,C001,J002,3,0.73,0.63,2,2,"React,AWS",1.1,2,0.98,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0019,C004,J007,5,0.89,0.774,4,3,"K8s,Git,AWS",2.5,3,0.83,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0037,C001,J007,1,0.54,0.492,4,1,K8s,1.5,3,0.92,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0036,C005,J005,2,0.61,0.531,2,1,Python,0.6,5,0.8,3,,Good match overall for this role based on profile.
S0081,C004,J014,4,0.67,0.646,4,0,,3.3,2,0.91,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0091,C001,J013,1,0.63,0.542,2,3,"Java,AWS,React",4.5,4,0.77,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0057,C005,J020,3,0.73,0.654,3,2,"SQL,Python",0.4,1,0.77,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0088,C001,J015,2,0.59,0.512,3,0,,3.3,3,0.86,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0012,C003,J010,2,0.81,0.72,5,2,"Docker,AWS",3.0,5,0.72,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
