log_id,student_id,job_id,model_version,served_score,offline_score,skew,rank_position,clicked,applied,is_defect,defect_type,user_impact_score,college_tier,region
L005350,S0063,J049,v1.0,0.6473,0.6473,0.0,2,0,0,0,none,0.0,3,urban
L005353,S0173,J040,v1.1,0.6021,0.4954,0.1067,1,0,0,0,none,1.067,3,urban
L005356,S0209,J006,v1.2,0.9114,0.8151,0.0963,2,1,1,0,none,0.608,2,urban
L005361,S0188,J013,v1.2,0.1819,0.1043,0.0777,2,0,0,0,none,0.49,3,semi_urban
L005368,S0078,J024,v1.2,0.5574,0.4233,0.1341,1,0,0,0,none,1.341,2,urban
L005386,S0224,J008,v1.1,0.2467,0.1617,0.085,1,0,0,0,none,0.85,2,urban
L005391,S0113,J024,v1.2,0.6407,0.5277,0.113,3,1,0,0,none,0.565,2,rural
L005394,S0276,J011,v1.1,0.3485,0.2489,0.0996,4,0,0,0,none,0.429,2,rural
L005402,S0011,J041,v1.0,0.5377,0.5377,0.0,2,1,0,0,none,0.0,3,urban
L005413,S0104,J017,v1.2,0.5663,0.4442,0.122,2,1,0,0,none,0.77,3,rural
L005415,S0109,J048,v1.2,0.4944,0.4452,0.0492,2,0,0,0,none,0.31,3,rural
L005417,S0213,J047,v1.0,0.2796,0.2796,0.0,2,0,0,0,none,0.0,3,urban
L005420,S0139,J025,v1.1,0.312,0.2638,0.0482,3,0,0,0,none,0.241,1,semi_urban
L005426,S0292,J036,v1.0,0.5082,0.5082,0.0,1,0,0,0,none,0.0,3,urban
L005430,S0020,J016,v1.2,0.6525,0.5916,0.0609,4,0,0,0,none,0.262,3,rural
L005433,S0085,J048,v1.2,0.4282,0.3474,0.0808,3,1,1,0,none,0.404,1,rural
L005440,S0035,J048,v1.1,0.267,0.1531,0.1139,4,0,0,0,none,0.491,1,semi_urban
L005455,S0127,J004,v1.2,0.8185,0.689,0.1295,4,0,0,1,false_positive,0.558,1,rural
L005456,S0040,J045,v1.0,0.4696,0.4696,0.0,1,0,0,0,none,0.0,2,urban
L005495,S0217,J047,v1.2,0.2947,0.2241,0.0707,2,0,0,0,none,0.445,1,semi_urban
L005496,S0200,J027,v1.1,0.6411,0.5355,0.1056,3,0,0,0,none,0.528,3,semi_urban
L005508,S0242,J029,v1.1,0.4436,0.3808,0.0628,1,1,1,0,none,0.628,1,rural
L005513,S0157,J042,v1.2,0.8281,0.7475,0.0806,4,1,1,0,none,0.347,2,urban
L005523,S0035,J049,v1.1,0.6562,0.4829,0.1733,5,1,0,0,none,0.67,1,semi_urban
L005526,S0226,J002,v1.1,0.5857,0.5147,0.071,3,0,0,0,none,0.355,1,rural
L005536,S0248,J024,v1.2,0.4805,0.3718,0.1087,4,0,0,0,none,0.468,2,semi_urban
L005565,S0219,J044,v1.2,0.5852,0.4946,0.0906,2,0,0,0,none,0.572,2,rural
L005587,S0053,J000,v1.2,0.8161,0.7123,0.1038,5,0,0,1,false_positive,0.402,2,semi_urban
L005593,S0223,J020,v1.2,0.5622,0.469,0.0932,1,1,1,0,none,0.932,3,semi_urban
L005594,S0053,J043,v1.0,0.4404,0.4404,0.0,1,0,0,0,none,0.0,2,semi_urban
L005599,S0110,J026,v1.1,0.7573,0.6914,0.0658,3,0,0,1,false_positive,0.329,2,semi_urban
L005600,S0056,J049,v1.2,0.4092,0.3729,0.0362,2,0,0,0,none,0.229,2,semi_urban
L005602,S0016,J007,v1.2,0.4993,0.4288,0.0706,2,1,0,0,none,0.445,2,urban
L005611,S0132,J030,v1.2,0.4566,0.3814,0.0751,2,1,0,0,none,0.474,2,semi_urban
L005615,S0121,J028,v1.1,0.5189,0.4798,0.0391,3,1,0,0,none,0.196,2,urban
L005619,S0217,J029,v1.0,0.1503,0.1503,0.0,1,0,0,0,none,0.0,1,semi_urban
L005623,S0048,J027,v1.2,0.5486,0.4425,0.1061,1,1,0,0,none,1.061,2,semi_urban
L005630,S0185,J030,v1.0,0.416,0.416,0.0,1,1,1,0,none,0.0,2,urban
L005637,S0082,J001,v1.0,0.4127,0.4127,0.0,1,1,1,0,none,0.0,3,semi_urban
L005639,S0262,J042,v1.2,0.7071,0.6084,0.0987,5,1,1,0,none,0.382,2,rural
L005654,S0090,J042,v1.2,0.7659,0.6995,0.0664,3,1,1,0,none,0.332,1,semi_urban
L005660,S0197,J041,v1.2,0.4935,0.3902,0.1033,2,0,0,0,none,0.652,3,semi_urban
L005663,S0133,J044,v1.0,0.4099,0.4099,0.0,1,0,0,0,none,0.0,2,rural
L005672,S0240,J045,v1.0,0.4218,0.4218,0.0,1,1,0,0,none,0.0,3,rural
L005683,S0134,J032,v1.0,0.7114,0.7114,0.0,2,0,0,1,false_positive,0.0,2,urban
L005695,S0092,J025,v1.2,0.1779,0.0579,0.12,5,0,0,0,none,0.464,2,semi_urban
L005696,S0292,J036,v1.0,0.4577,0.4577,0.0,3,0,0,0,none,0.0,3,urban
L005701,S0102,J045,v1.0,0.3164,0.3164,0.0,4,0,0,0,none,0.0,2,semi_urban
L005708,S0143,J005,v1.2,0.4758,0.3654,0.1104,2,0,0,0,none,0.697,2,urban
L005709,S0288,J027,v1.1,0.6642,0.5908,0.0734,1,1,0,0,none,0.734,2,urban
L005714,S0074,J020,v1.0,0.6429,0.6429,0.0,4,1,0,0,none,0.0,1,urban
L005716,S0141,J037,v1.2,0.465,0.3484,0.1166,5,0,0,0,none,0.451,2,urban
L005728,S0228,J036,v1.1,0.7701,0.7117,0.0584,5,0,0,1,false_positive,0.226,2,semi_urban
L005730,S0053,J004,v1.2,0.7426,0.7572,-0.0146,5,0,0,1,false_positive,0.056,2,semi_urban
L005734,S0282,J040,v1.1,0.733,0.6591,0.0739,2,1,0,0,none,0.466,1,urban
L005748,S0194,J033,v1.1,0.9419,0.8209,0.121,3,1,1,0,none,0.605,1,semi_urban
L005751,S0061,J043,v1.0,0.4932,0.4932,0.0,3,0,0,0,none,0.0,2,urban
L005770,S0282,J047,v1.0,0.5198,0.5198,0.0,3,1,0,0,none,0.0,1,urban
L005774,S0170,J048,v1.2,0.5297,0.4874,0.0424,4,1,1,0,none,0.182,2,urban
L005781,S0125,J030,v1.1,0.2108,0.1192,0.0917,1,0,0,0,none,0.916,2,rural
L005786,S0193,J014,v1.2,0.5129,0.3923,0.1206,2,0,0,0,none,0.761,3,urban
L005789,S0162,J020,v1.0,0.2499,0.2499,0.0,4,1,0,1,false_negative,0.0,1,rural
L005792,S0132,J045,v1.0,0.4331,0.4331,0.0,3,0,0,0,none,0.0,2,semi_urban
L005794,S0140,J014,v1.1,0.3349,0.2521,0.0828,3,0,0,0,none,0.414,2,rural
L005802,S0212,J021,v1.2,0.3742,0.2616,0.1126,3,0,0,0,none,0.563,1,urban
L005811,S0197,J001,v1.2,0.4303,0.3404,0.0899,3,0,0,0,none,0.45,3,semi_urban
L005818,S0186,J016,v1.2,0.7703,0.6996,0.0707,5,0,0,1,false_positive,0.274,2,urban
L005819,S0074,J011,v1.2,0.3577,0.2301,0.1277,4,0,0,0,none,0.55,1,urban
L005826,S0131,J028,v1.2,0.6111,0.5248,0.0863,1,0,0,0,none,0.863,3,semi_urban
L005835,S0250,J046,v1.0,0.6088,0.6088,0.0,1,1,0,0,none,0.0,2,urban
L005850,S0051,J015,v1.1,0.3746,0.3274,0.0472,5,0,0,0,none,0.183,1,urban
L005852,S0024,J012,v1.2,0.3694,0.2671,0.1023,1,0,0,0,none,1.023,3,rural
L005855,S0060,J001,v1.2,0.2361,0.1569,0.0791,4,0,0,0,none,0.341,2,rural
L005861,S0076,J020,v1.1,0.6604,0.5957,0.0647,1,1,0,0,none,0.647,2,rural
L005865,S0296,J004,v1.2,0.6581,0.5992,0.0589,4,0,0,0,none,0.254,3,semi_urban
L005867,S0248,J027,v1.1,0.4235,0.4029,0.0206,3,0,0,0,none,0.103,2,semi_urban
L005871,S0190,J042,v1.1,0.7516,0.6547,0.097,5,0,0,1,false_positive,0.375,3,semi_urban
L005878,S0264,J040,v1.1,0.6739,0.624,0.0499,2,0,0,0,none,0.315,3,semi_urban
L005889,S0108,J011,v1.0,0.2962,0.2962,0.0,5,0,0,0,none,0.0,1,urban
L005915,S0059,J046,v1.2,0.7915,0.6946,0.0969,1,1,0,0,none,0.969,1,semi_urban
L005916,S0134,J020,v1.0,0.6956,0.6956,0.0,4,1,1,0,none,0.0,2,urban
L005919,S0010,J036,v1.0,0.4684,0.4684,0.0,2,0,0,0,none,0.0,2,urban
L005926,S0028,J017,v1.0,0.5718,0.5718,0.0,2,0,0,0,none,0.0,1,semi_urban
L005931,S0019,J046,v1.0,0.7075,0.7075,0.0,1,1,0,0,none,0.0,2,rural
L005933,S0173,J025,v1.2,0.6255,0.5054,0.1201,3,0,0,0,none,0.6,3,urban
L005941,S0266,J027,v1.2,0.5785,0.4845,0.094,2,0,0,0,none,0.593,2,semi_urban
L005942,S0096,J028,v1.1,0.558,0.4612,0.0968,5,0,0,0,none,0.374,2,rural
L005956,S0107,J011,v1.0,0.0649,0.0649,0.0,3,0,0,0,none,0.0,2,rural
L005957,S0196,J022,v1.1,0.8255,0.7039,0.1216,5,1,0,0,none,0.47,2,urban
L005961,S0280,J047,v1.1,0.5492,0.4975,0.0516,3,1,0,0,none,0.259,1,urban
L005965,S0052,J042,v1.2,0.4336,0.3279,0.1058,2,0,0,0,none,0.667,3,semi_urban
L005974,S0133,J037,v1.2,0.4874,0.3681,0.1193,1,0,0,0,none,1.193,2,rural
L005990,S0024,J016,v1.1,0.5889,0.4595,0.1293,2,0,0,0,none,0.816,3,rural
L005998,S0028,J035,v1.2,0.7154,0.6248,0.0907,2,0,0,1,false_positive,0.572,1,semi_urban
L005999,S0090,J027,v1.2,0.5289,0.4522,0.0768,4,0,0,0,none,0.33,1,semi_urban
L006004,S0107,J011,v1.0,0.1771,0.1771,0.0,1,0,0,0,none,0.0,2,rural
L006007,S0179,J022,v1.0,0.3073,0.3073,0.0,2,0,0,0,none,0.0,3,urban
L006011,S0039,J024,v1.2,0.4816,0.4093,0.0722,4,1,0,0,none,0.311,2,rural
L006023,S0186,J047,v1.1,0.5652,0.4534,0.1118,5,0,0,0,none,0.433,2,urban
L006027,S0264,J019,v1.2,0.5824,0.5362,0.0461,4,1,0,0,none,0.199,3,semi_urban
L006039,S0198,J021,v1.2,0.2719,0.262,0.0099,4,0,0,0,none,0.043,1,urban
L006046,S0236,J011,v1.1,0.2735,0.1506,0.1229,3,0,0,0,none,0.614,2,semi_urban
L006053,S0061,J037,v1.0,0.4897,0.4897,0.0,5,0,0,0,none,0.0,2,urban
L006058,S0298,J002,v1.2,0.2568,0.2281,0.0287,4,0,0,0,none,0.124,3,rural
L006080,S0127,J025,v1.1,0.6362,0.5904,0.0457,5,0,0,0,none,0.177,1,rural
L006087,S0187,J049,v1.1,0.9165,0.7733,0.1432,5,0,0,1,false_positive,0.554,1,urban
L006093,S0127,J026,v1.2,0.8088,0.697,0.1118,1,1,0,0,none,1.118,1,rural
L006096,S0125,J018,v1.2,0.3249,0.2327,0.0922,5,1,1,1,false_negative,0.357,2,rural
L006097,S0168,J043,v1.2,0.6012,0.5539,0.0473,5,0,0,0,none,0.183,2,urban
L006105,S0031,J001,v1.1,0.1967,0.1219,0.0748,2,0,0,0,none,0.472,3,urban
L006106,S0237,J027,v1.1,0.4747,0.3905,0.0842,4,1,0,0,none,0.363,3,urban
L006110,S0137,J034,v1.0,0.6394,0.6394,0.0,5,0,0,0,none,0.0,2,semi_urban
L006111,S0168,J027,v1.2,0.6635,0.5586,0.1049,5,0,0,0,none,0.406,2,urban
L006113,S0285,J023,v1.2,0.6839,0.6121,0.0717,3,0,0,0,none,0.359,2,semi_urban
L006122,S0020,J030,v1.2,0.4745,0.3902,0.0843,2,0,0,0,none,0.532,3,rural
L006125,S0276,J044,v1.2,0.4268,0.3637,0.0631,3,0,0,0,none,0.315,2,rural
L006127,S0153,J033,v1.2,0.7939,0.6368,0.1571,4,0,0,1,false_positive,0.677,2,urban
L006141,S0221,J039,v1.2,0.6972,0.5708,0.1264,4,0,0,0,none,0.544,2,urban
L006146,S0009,J030,v1.2,0.181,0.1298,0.0512,1,0,0,0,none,0.512,2,urban
L006148,S0016,J001,v1.1,0.1576,0.0606,0.0971,2,0,0,0,none,0.612,2,urban
L006156,S0263,J014,v1.1,0.4435,0.4022,0.0414,1,1,0,0,none,0.413,1,semi_urban
L006164,S0050,J023,v1.2,0.8022,0.7484,0.0537,3,0,0,1,false_positive,0.269,1,semi_urban
L006177,S0089,J013,v1.0,0.1973,0.1973,0.0,1,0,0,0,none,0.0,2,rural
L006181,S0018,J013,v1.2,0.4355,0.373,0.0625,1,0,0,0,none,0.625,3,urban
L006185,S0265,J015,v1.0,0.7093,0.7093,0.0,3,1,0,0,none,0.0,1,semi_urban
L006207,S0240,J010,v1.1,0.557,0.5482,0.0088,5,0,0,0,none,0.034,3,rural
L006221,S0208,J001,v1.1,0.4633,0.4091,0.0542,1,0,0,0,none,0.542,1,urban
L006228,S0054,J001,v1.1,0.8712,0.8107,0.0606,5,1,0,0,none,0.234,3,urban
L006232,S0187,J032,v1.0,0.5726,0.5726,0.0,1,0,0,0,none,0.0,1,urban
L006235,S0000,J023,v1.2,0.8916,0.8225,0.0691,4,0,0,1,false_positive,0.298,3,semi_urban
L006237,S0148,J037,v1.2,0.6918,0.6225,0.0694,1,1,1,0,none,0.693,2,urban
L006238,S0286,J012,v1.1,0.526,0.4496,0.0764,5,0,0,0,none,0.296,1,urban
L006251,S0193,J035,v1.0,0.8431,0.8431,0.0,5,1,0,0,none,0.0,3,urban
L006262,S0153,J020,v1.2,0.873,0.7684,0.1046,2,0,0,1,false_positive,0.66,2,urban
L006266,S0033,J001,v1.2,0.2409,0.1912,0.0497,4,0,0,0,none,0.214,2,rural
L006267,S0274,J034,v1.1,0.5098,0.4338,0.076,3,0,0,0,none,0.38,2,rural
L006302,S0286,J030,v1.2,0.3305,0.3098,0.0207,3,0,0,0,none,0.103,1,urban
L006310,S0236,J036,v1.1,0.4819,0.3939,0.088,4,0,0,0,none,0.379,2,semi_urban
L006316,S0269,J010,v1.1,0.8292,0.7354,0.0938,4,0,0,1,false_positive,0.404,1,semi_urban
L006328,S0276,J039,v1.2,0.5181,0.4498,0.0683,1,1,0,0,none,0.683,2,rural
L006338,S0287,J011,v1.1,0.2359,0.1582,0.0777,3,0,0,0,none,0.388,2,urban
L006340,S0077,J003,v1.2,0.9064,0.7847,0.1218,3,0,0,1,false_positive,0.609,2,urban
L006343,S0096,J047,v1.1,0.2803,0.218,0.0623,1,0,0,0,none,0.623,2,rural
L006359,S0064,J003,v1.1,0.7861,0.6817,0.1044,2,0,0,1,false_positive,0.659,2,semi_urban
L006366,S0100,J043,v1.2,0.4919,0.3764,0.1155,3,0,0,0,none,0.577,3,urban
L006367,S0123,J034,v1.1,0.683,0.6532,0.0298,5,0,0,0,none,0.115,2,urban
L006371,S0001,J010,v1.0,0.4335,0.4335,0.0,5,0,0,0,none,0.0,2,urban
L006376,S0030,J035,v1.1,0.7175,0.613,0.1045,5,0,0,1,false_positive,0.404,3,semi_urban
L006408,S0103,J019,v1.1,0.7434,0.7302,0.0132,2,0,0,1,false_positive,0.083,3,urban
L006417,S0175,J018,v1.0,0.2151,0.2151,0.0,5,0,0,0,none,0.0,1,urban
L006425,S0260,J028,v1.1,0.9022,0.8448,0.0574,4,0,0,1,false_positive,0.247,1,urban
L006432,S0070,J017,v1.2,0.2399,0.1361,0.1038,2,0,0,0,none,0.655,1,semi_urban
L006442,S0081,J015,v1.2,0.7247,0.6808,0.0439,2,0,0,1,false_positive,0.277,2,rural
L006457,S0243,J029,v1.2,0.461,0.3595,0.1015,2,0,0,0,none,0.64,2,rural
L006471,S0158,J000,v1.2,0.6246,0.5182,0.1065,1,1,0,0,none,1.064,3,semi_urban
L006478,S0013,J010,v1.1,0.3602,0.2785,0.0816,3,0,0,0,none,0.408,3,urban
L006480,S0103,J016,v1.2,0.7931,0.7376,0.0555,3,0,0,1,false_positive,0.277,3,urban
L006497,S0293,J025,v1.1,0.6769,0.6222,0.0547,4,0,0,0,none,0.236,1,semi_urban
L006498,S0264,J033,v1.1,0.5385,0.4292,0.1093,4,0,0,0,none,0.471,3,semi_urban
L006501,S0047,J045,v1.1,0.598,0.4696,0.1284,2,0,0,0,none,0.81,2,urban
L006506,S0187,J014,v1.2,0.3076,0.2091,0.0986,4,0,0,0,none,0.424,1,urban
L006520,S0254,J010,v1.2,0.8076,0.6847,0.1229,5,0,0,1,false_positive,0.475,1,urban
L006524,S0045,J006,v1.1,0.8925,0.8189,0.0736,2,1,0,0,none,0.464,3,semi_urban
L006525,S0285,J039,v1.1,0.4119,0.3493,0.0626,3,0,0,0,none,0.313,2,semi_urban
L006538,S0022,J014,v1.1,0.0671,0.0,0.0671,1,0,0,0,none,0.671,3,urban
L006539,S0089,J029,v1.1,0.3724,0.2349,0.1375,5,0,0,0,none,0.532,2,rural
L006541,S0287,J009,v1.2,0.4201,0.4098,0.0103,2,0,0,0,none,0.065,2,urban
L006543,S0224,J001,v1.2,0.2713,0.1705,0.1008,2,0,0,0,none,0.636,2,urban
L006548,S0108,J030,v1.2,0.2983,0.25,0.0483,5,0,0,0,none,0.187,1,urban
L006555,S0250,J020,v1.2,0.7573,0.6601,0.0972,3,0,0,1,false_positive,0.486,2,urban
L006556,S0012,J005,v1.2,0.6715,0.6069,0.0646,2,0,0,0,none,0.408,2,urban
L006557,S0282,J014,v1.2,0.3329,0.2882,0.0448,2,0,0,0,none,0.282,1,urban
L006559,S0101,J041,v1.1,0.5728,0.4656,0.1072,3,1,1,0,none,0.536,2,rural
L006563,S0013,J009,v1.2,0.3019,0.2037,0.0982,2,0,0,0,none,0.62,3,urban
L006565,S0236,J005,v1.2,0.3179,0.2563,0.0616,5,1,0,1,false_negative,0.238,2,semi_urban
L006569,S0158,J027,v1.1,0.5532,0.504,0.0493,3,1,0,0,none,0.246,3,semi_urban
L006573,S0084,J033,v1.1,0.5907,0.5454,0.0453,2,0,0,0,none,0.286,1,urban
L006574,S0007,J011,v1.2,0.4867,0.361,0.1258,4,0,0,0,none,0.541,3,semi_urban
L006591,S0109,J032,v1.2,0.7322,0.6593,0.0728,5,1,0,0,none,0.282,3,rural
L006601,S0020,J033,v1.2,0.6725,0.593,0.0795,3,1,0,0,none,0.398,3,rural
L006615,S0227,J040,v1.0,0.6906,0.6906,0.0,4,0,0,0,none,0.0,2,rural
L006622,S0226,J044,v1.0,0.4427,0.4427,0.0,3,0,0,0,none,0.0,1,rural
L006626,S0252,J001,v1.2,0.1236,0.0,0.1236,1,0,0,0,none,1.236,2,urban
L006632,S0123,J015,v1.2,0.767,0.7643,0.0027,5,1,0,0,none,0.01,2,urban
L006636,S0139,J042,v1.2,0.5476,0.4764,0.0712,2,0,0,0,none,0.449,1,semi_urban
L006679,S0056,J027,v1.2,0.1817,0.0649,0.1168,2,0,0,0,none,0.737,2,semi_urban
L006680,S0072,J037,v1.2,0.3794,0.3237,0.0557,2,1,1,1,false_negative,0.351,3,urban
L006685,S0185,J042,v1.2,0.8203,0.7346,0.0857,1,0,0,1,false_positive,0.857,2,urban
L006687,S0187,J019,v1.2,0.6351,0.5575,0.0776,5,1,0,0,none,0.3,1,urban
L006715,S0133,J004,v1.0,0.5233,0.5233,0.0,4,0,0,0,none,0.0,2,rural
L006723,S0235,J033,v1.2,0.6179,0.5601,0.0577,2,0,0,0,none,0.365,3,urban
L006728,S0020,J049,v1.1,0.8561,0.7687,0.0874,4,1,0,0,none,0.376,3,rural
L006738,S0242,J013,v1.1,0.2894,0.2032,0.0862,3,0,0,0,none,0.431,1,rural
L006739,S0017,J044,v1.1,0.1387,0.0803,0.0584,2,0,0,0,none,0.368,1,semi_urban
L006743,S0229,J026,v1.0,0.4903,0.4903,0.0,4,0,0,0,none,0.0,1,urban
L006752,S0225,J046,v1.1,0.8285,0.8158,0.0127,4,1,1,0,none,0.055,3,urban
L006758,S0257,J025,v1.0,0.3775,0.3775,0.0,1,0,0,0,none,0.0,1,urban
L006765,S0008,J036,v1.2,1.0,0.9229,0.1265,1,0,0,1,false_positive,0.771,1,urban
L006771,S0039,J041,v1.1,0.5977,0.5446,0.0531,4,0,0,0,none,0.229,2,rural
L006787,S0087,J009,v1.2,0.4238,0.3518,0.072,1,1,1,0,none,0.72,2,rural
L006788,S0027,J001,v1.2,0.4606,0.3694,0.0913,3,0,0,0,none,0.456,1,semi_urban
L006793,S0006,J001,v1.2,0.344,0.252,0.092,3,1,0,1,false_negative,0.46,3,urban
L006801,S0229,J035,v1.1,0.6125,0.5335,0.079,3,0,0,0,none,0.395,1,urban
L006810,S0146,J007,v1.0,0.43,0.43,0.0,1,1,0,0,none,0.0,2,rural
L006819,S0207,J034,v1.0,0.5767,0.5767,0.0,5,0,0,0,none,0.0,2,rural
L006828,S0089,J048,v1.0,0.288,0.288,0.0,2,0,0,0,none,0.0,2,rural
L006829,S0192,J044,v1.1,0.6693,0.5739,0.0954,1,1,0,0,none,0.954,1,semi_urban
L006830,S0012,J008,v1.0,0.5733,0.5733,0.0,3,0,0,0,none,0.0,2,urban
L006833,S0058,J005,v1.2,0.4982,0.4362,0.062,3,0,0,0,none,0.31,1,urban
L006845,S0253,J048,v1.2,0.6194,0.5504,0.0689,5,0,0,0,none,0.267,1,rural
L006852,S0260,J021,v1.1,0.5701,0.4953,0.0748,1,1,0,0,none,0.748,1,urban
L006854,S0118,J029,v1.1,0.4,0.331,0.069,2,0,0,0,none,0.435,2,urban
L006855,S0284,J008,v1.2,0.2833,0.2051,0.0781,5,0,0,0,none,0.303,2,rural
L006862,S0169,J004,v1.2,0.8376,0.7642,0.0735,3,0,0,1,false_positive,0.367,3,semi_urban
L006868,S0231,J025,v1.0,0.2913,0.2913,0.0,5,0,0,0,none,0.0,2,semi_urban
L006871,S0082,J016,v1.0,0.6459,0.6459,0.0,3,1,0,0,none,0.0,3,semi_urban
L006884,S0091,J034,v1.2,0.5504,0.4855,0.065,4,0,0,0,none,0.28,2,urban
L006890,S0191,J022,v1.1,0.3218,0.29,0.0318,3,0,0,0,none,0.159,1,semi_urban
L006892,S0266,J021,v1.2,0.2538,0.1624,0.0915,5,0,0,0,none,0.354,2,semi_urban
L006904,S0112,J023,v1.1,0.5856,0.543,0.0426,5,0,0,0,none,0.165,2,urban
L006908,S0140,J047,v1.2,0.6474,0.5182,0.1292,3,0,0,0,none,0.646,2,rural
L006913,S0113,J045,v1.0,0.3955,0.3955,0.0,4,0,0,0,none,0.0,2,rural
L006924,S0107,J025,v1.0,0.3783,0.3783,0.0,4,0,0,0,none,0.0,2,rural
L006938,S0263,J035,v1.1,0.8396,0.74,0.0996,3,0,0,1,false_positive,0.498,1,semi_urban
L006944,S0047,J027,v1.2,0.449,0.3328,0.1162,2,0,0,0,none,0.733,2,urban
L006952,S0227,J015,v1.0,0.7173,0.7173,0.0,4,1,0,0,none,0.0,2,rural
L006962,S0279,J035,v1.1,0.6483,0.6017,0.0466,5,0,0,0,none,0.18,3,urban
L006963,S0203,J033,v1.1,0.6578,0.5107,0.147,4,0,0,0,none,0.634,1,semi_urban
L006968,S0250,J028,v1.2,0.7175,0.6864,0.0311,2,0,0,1,false_positive,0.196,2,urban
L006972,S0103,J048,v1.0,0.6096,0.6096,0.0,5,0,0,0,none,0.0,3,urban
L006982,S0263,J045,v1.2,0.6647,0.6147,0.05,4,0,0,0,none,0.215,1,semi_urban
L006985,S0221,J024,v1.2,0.6801,0.6153,0.0649,2,0,0,0,none,0.409,2,urban
L006989,S0286,J011,v1.1,0.3576,0.2919,0.0657,4,0,0,0,none,0.283,1,urban
L006998,S0293,J024,v1.2,0.6237,0.5079,0.1158,2,0,0,0,none,0.731,1,semi_urban
L007008,S0073,J025,v1.2,0.8213,0.7737,0.0476,4,0,0,1,false_positive,0.205,1,urban
L007010,S0054,J014,v1.0,0.5855,0.5855,0.0,1,1,0,0,none,0.0,3,urban
L007014,S0132,J048,v1.1,0.5186,0.4597,0.0589,1,0,0,0,none,0.589,2,semi_urban
L007022,S0216,J020,v1.2,0.838,0.7013,0.1367,5,0,0,1,false_positive,0.529,1,urban
L007023,S0151,J014,v1.1,0.1181,0.0,0.1181,2,0,0,0,none,0.745,3,rural
L007025,S0105,J006,v1.0,0.9782,0.9782,0.0,1,1,0,0,none,0.0,3,rural
L007028,S0006,J035,v1.0,0.4204,0.4204,0.0,3,0,0,0,none,0.0,3,urban
L007033,S0248,J011,v1.2,0.3926,0.3086,0.0841,4,0,0,0,none,0.362,2,semi_urban
L007041,S0217,J026,v1.1,0.3772,0.2736,0.1036,2,0,0,0,none,0.654,1,semi_urban
L007051,S0195,J041,v1.2,0.5657,0.4843,0.0815,2,0,0,0,none,0.514,1,semi_urban
L007062,S0194,J034,v1.1,0.8152,0.7403,0.0748,4,0,0,1,false_positive,0.323,1,semi_urban
L007063,S0269,J007,v1.2,1.0,0.9118,0.1122,5,0,0,1,false_positive,0.341,1,semi_urban
L007064,S0041,J043,v1.0,0.28,0.28,0.0,2,0,0,0,none,0.0,3,rural
L007068,S0026,J019,v1.2,0.5114,0.4172,0.0942,4,0,0,0,none,0.406,2,rural
L007070,S0186,J034,v1.2,0.8114,0.7249,0.0865,4,0,0,1,false_positive,0.373,2,urban
L007078,S0041,J005,v1.1,0.4166,0.3663,0.0503,4,0,0,0,none,0.217,3,rural
L007085,S0032,J037,v1.1,0.5673,0.4558,0.1115,2,0,0,0,none,0.703,2,semi_urban
L007094,S0052,J036,v1.0,0.2552,0.2552,0.0,4,0,0,0,none,0.0,3,semi_urban
L007101,S0175,J046,v1.0,0.5368,0.5368,0.0,5,0,0,0,none,0.0,1,urban
L007111,S0047,J046,v1.1,0.7826,0.7577,0.0249,1,1,0,0,none,0.249,2,urban
L007118,S0135,J048,v1.2,0.4958,0.4168,0.079,2,0,0,0,none,0.498,1,urban
L007135,S0229,J016,v1.2,0.6635,0.594,0.0695,5,0,0,0,none,0.269,1,urban
L007136,S0042,J044,v1.1,0.6216,0.549,0.0726,2,0,0,0,none,0.458,3,rural
L007138,S0157,J044,v1.2,0.6584,0.495,0.1634,3,0,0,0,none,0.817,2,urban
L007171,S0124,J026,v1.2,0.5001,0.43,0.0701,2,0,0,0,none,0.442,1,semi_urban
L007206,S0211,J029,v1.1,0.4374,0.2925,0.1449,4,0,0,0,none,0.624,2,rural
L007207,S0204,J033,v1.2,0.6645,0.5505,0.1139,4,0,0,0,none,0.491,1,semi_urban
L007208,S0222,J047,v1.2,0.4034,0.3103,0.0931,1,0,0,0,none,0.931,2,urban
L007209,S0036,J037,v1.2,0.5093,0.4681,0.0413,2,0,0,0,none,0.26,1,urban
L007225,S0184,J028,v1.1,0.857,0.786,0.071,1,1,0,0,none,0.71,3,urban
L007231,S0112,J035,v1.2,0.4461,0.3611,0.085,4,0,0,0,none,0.366,2,urban
L007236,S0294,J009,v1.1,0.3537,0.2835,0.0702,1,0,0,0,none,0.702,3,urban
L007239,S0007,J013,v1.1,0.5328,0.4542,0.0786,4,0,0,0,none,0.339,3,semi_urban
L007260,S0047,J038,v1.2,0.8821,0.8647,0.0174,5,0,0,1,false_positive,0.067,2,urban
L007262,S0066,J008,v1.0,0.3833,0.3833,0.0,2,1,0,1,false_negative,0.0,2,semi_urban
L007263,S0122,J038,v1.2,0.7934,0.6854,0.108,1,0,0,1,false_positive,1.08,1,urban
L007270,S0245,J048,v1.2,0.3488,0.2915,0.0573,2,0,0,0,none,0.362,3,urban
L007271,S0089,J003,v1.2,0.5893,0.5561,0.0332,4,1,0,0,none,0.143,2,rural
L007277,S0173,J043,v1.2,0.4003,0.3155,0.0848,2,0,0,0,none,0.535,3,urban
